date,Po,P,U,Ff,VV,tavg,tmin,tmax,prcp,wspd
2020/5/18,747.0625,753.2125,89.125,1.375,10.725,27.1,22.5,33,0,5.5
2020/5/19,747.7125,753.85,80.625,2,20.875,28.2,22.4,32.9,4.1,7.2
2020/5/20,748.0625,754.15,88.75,1.75,12.5,27.3,24.7,32.9,88.1,9.8
2020/5/21,746.2,752.3,94.125,1.875,6.3,27.3,24.4,31.2,218.9,7.1
2020/5/22,746.575,752.6875,91,2.5,22.2875,27.2,24.2,30.7,0.8,10.5
2020/5/23,748.8875,755.025,86.125,1.5,17.125,27.6,23.9,30,1.5,6
2020/5/24,750.9,757.05,83.5,1.625,9.9875,27.9,23.6,31,0.5,6.5
2020/5/25,750.7125,756.875,88.375,1.75,13.875,27.6,24.8,30,5.3,8.1
2020/5/26,749.5,755.5625,85.125,1.875,16.45,29.1,25,33.9,2.3,8.2
2020/5/27,750.9125,757.025,88.625,2.875,17.4,26.3,22.9,33.9,9.7,10.3
2020/5/28,751.6375,757.7875,85.625,1.625,12.75,27.6,22.9,30.5,1.5,5.4
2020/5/29,751.075,757.1875,93,2.375,10.1,27.9,24.2,30,12.2,9
2020/5/30,751.6875,757.85,93.5,1.75,12.7,27.2,24.2,30.6,5.1,7.6
2020/5/31,751.725,757.875,96.25,1.75,8.0625,25.8,24,31.6,90.4,6.9
2020/6/1,751.525,757.6625,97.125,1.25,7.25,25.7,24.2,31.6,10.7,6.5
2020/6/2,750.825,756.975,93.875,1.625,15,26.7,24.5,30.3,1,7.5
2020/6/3,749.9375,756.075,91.125,2,17.375,26.6,23.7,32,19.6,8.6
2020/6/4,749.4,755.5125,87.5,1.875,19.2375,30.2,23.7,34,7.6,10.4
2020/6/5,749.1125,755.2375,92.25,2.625,15.0875,27,23.7,35,45.2,10
2020/6/6,749,755.15,98,1.25,7.4375,25.8,23,32.1,31,7.3
2020/6/7,747.7625,753.9375,98.875,1.375,4.1,26.3,23,28,21.6,7.1
2020/6/8,748.2875,754.4375,98.125,1.625,6.825,26.1,23.9,28,32.5,9.6
2020/6/9,749.6625,755.8125,96.125,1.875,6.9375,25.6,23.5,30,19.1,7
2020/6/10,750.3,756.4625,92,1.5,11.125,28.1,23.3,33.1,8.1,6
2020/6/11,749.2125,755.2875,79.25,2.125,23.3,30.3,24.9,35,0,8.6
2020/6/12,747.9,753.9625,74.125,1.5,27.75,30.9,24.6,34.6,0,7.7
2020/6/13,747.575,753.6625,85.25,1.875,23.875,30.2,24.5,34.6,2.8,9
2020/6/14,749.9125,756.0125,85.25,3.25,22.875,27.2,25,32.6,7.1,12
2020/6/15,751.8875,758.0375,86.375,2.625,21.0875,28.4,23.8,33,30.7,10.1
2020/6/16,750.725,756.875,87.875,2.375,24.1,28.7,23.8,33,18,10.6
2020/6/17,749.6125,755.7375,86.375,2.625,23.875,26.9,24,33,11.4,9.3
2020/6/18,750.0125,756.15,85.125,2.75,25.125,29.6,24.3,33,0.3,9.9
2020/6/19,750.425,756.5125,77.75,2.5,27.875,30.4,26.1,34,0,8.9
2020/6/20,749.8375,755.9,73.375,2.75,29.625,30.9,25.7,34,0,8.9
2020/6/21,748.075,754.15,73.875,3.25,30,31.5,26,34,0.3,12.9
2020/6/22,748.15,754.2,73.875,3.375,30,31.8,27.5,35,0.15,13.4
2020/6/23,748.7,754.7625,71.625,3,29.875,32.1,28.1,35,0,12.1
2020/6/24,748.1875,754.225,74.5,3.875,30,31.9,28.3,35,0,14.1
2020/6/25,748.1125,754.1875,85.25,3,26.825,28.2,24,34.1,17.5,14.1
2020/6/26,749.0125,755.1125,77.875,3.5,27.125,31.4,24.3,35,2.8,13.2
2020/6/27,749.7125,755.7875,72.375,4,30,31.2,27.6,35,0,13.4
2020/6/28,749.3125,755.3625,71,3.25,30,31.4,26.9,35,0,12.3
2020/6/29,748.2375,754.275,72.625,2.75,28.625,31.4,26.2,36,0,8.8
2020/6/30,747.1375,753.1375,71.5,2.125,30,32,26.2,36,0,8.6
2020/7/1,746.9875,753.0375,80.875,1.625,29.875,29.7,26.4,35.3,0,8.9
2020/7/2,747.525,753.6,82.25,2.75,26.125,28.9,26.1,33.4,4.3,10.3
2020/7/3,750.075,756.1625,90.5,1.875,22.525,27.6,26,31,18.5,7.4
2020/7/4,750.6625,756.8125,91.375,1.625,15.375,27.7,25.4,31.4,18,7.1
2020/7/5,749.15,755.2625,86.875,2.125,17.5125,29.7,25.3,33,8.4,9.5
2020/7/6,748.9,754.9875,77.5,3,27.375,30.8,25.4,34,1.8,11.7
2020/7/7,750.3375,756.4,76,2.75,27.25,31.2,26.5,34.1,0,11
2020/7/8,748.725,754.7875,75.25,3.375,30,31.1,27.8,34.1,0,14.3
2020/7/9,746.2125,752.2125,74.375,3.875,29,31.6,28.4,34,0,16.3
2020/7/10,747.4875,753.5125,75.5,4.5,29.875,30.9,28.6,34,0,16
2020/7/11,748.625,754.6625,74.125,5.125,29.875,31.3,28.7,36,0,17.4
2020/7/12,749.2625,755.3125,71.5,4,30,31.9,26.3,36,0,14
2020/7/13,749.5125,755.5875,70,1.375,29.875,32.4,25.9,37.4,0,6.4
2020/7/14,748.625,754.65,70.75,1.375,26.75,33.5,26,38,0,7.2
2020/7/15,747.9,753.9,64.25,3,30,32.9,28.1,37,0,11.6
2020/7/16,748.5375,754.55,67.25,3,30,32.5,28,37,0,13.5
2020/7/17,749.725,755.7375,70.625,4.125,30,32.4,28.3,36,0,16.5
2020/7/18,749.475,755.55,71.25,3.5,30,32.2,28,37,0,15.5
2020/7/19,749.1875,755.225,69.75,4,30,31.8,27.8,36,0,15.6
2020/7/20,750.7,756.7625,69.875,3.375,30,31.7,28.2,36,0,13.1
2020/7/21,751.6625,757.75,67.125,2.875,30,31.4,25.2,35,0,10.3
2020/7/22,750.8625,756.9375,72,2,29.375,30.8,25.2,35.5,0.8,8
2020/7/23,750.475,756.525,67.5,2.625,30,32.3,25.9,36,0,8.5
2020/7/24,749.9625,756.0125,67.625,1.875,30,33.2,25.6,37.7,0,7.1
2020/7/25,748.9875,754.9875,68,2.75,30,33.4,26.8,38,0,9.9
2020/7/26,748.35,754.35,67,3.5,30,32.5,27.7,37.1,0,10.9
2020/7/27,748.2375,754.2625,66.375,3.25,30,32.3,28.3,37,0,13.6
2020/7/28,749.275,755.2875,69.875,2.375,30,32.6,25.8,38,4.3,10.5
2020/7/29,749.225,755.2625,74.75,1.875,26,31.6,25.3,38,6.6,9.7
2020/7/30,749.3875,755.475,75,2,28.125,31.2,25.1,37.9,0,9.8
2020/7/31,748.025,754.1375,83,2.75,24.375,29.4,25.6,35.2,4.6,13.4
2020/8/1,747.7125,753.825,84.625,3,26.25,27.9,24.8,33,15.2,15.7
2020/8/2,747.5625,753.6875,86.625,2.25,27.375,28.1,24.8,32,3.6,12.2
2020/8/3,746.6625,752.725,88.75,2.125,18.625,28.3,25.1,32,4.8,10.5
2020/8/4,746.85,752.925,86.625,1.375,21.25,28.1,25.1,33.6,5.6,7.7
2020/8/5,749.95,756.1,94.625,1.875,13.8125,26.1,24.5,33.6,35.6,8.2
2020/8/6,751.4625,757.6,87.5,1.625,19.425,29.9,24.3,34,5.6,7.5
2020/8/7,749.975,756.075,77.375,1.875,23.6625,30.5,25.2,34.8,0,8
2020/8/8,748.1875,754.2125,72.625,2,26.5,31.6,25,35.7,0,7.5
2020/8/9,746.8125,752.825,71.75,2.125,29.75,31.9,25.6,36,0,8.4
2020/8/10,746.8375,752.85,69.875,2.625,30,32.1,27.1,36.8,0,9.3
2020/8/11,748.3,754.35,77.75,3,29.75,30.3,24,35.7,41.9,12.1
2020/8/12,751.5625,757.675,90.125,1.625,18.9875,27.3,24,33.4,14.2,9.2
2020/8/13,752.1625,758.2875,84.5,1.625,25.875,28,24.4,32.4,1.8,8.1
2020/8/14,751.1375,757.275,83.75,1.875,21.5,28.7,25.5,33,1.5,8.2
2020/8/15,750.4,756.5125,84.375,1.75,21.625,27.9,25.2,32.9,1.3,5.8
2020/8/16,750.5625,756.65,81.125,1.5,24.875,29.4,25.2,34,0.3,7.7
2020/8/17,750.625,756.7375,86,2,19.25,28.4,24.2,34,0.5,7.8
2020/8/18,749.4125,755.5375,86,2.125,19.375,28.6,23.9,34,13.5,8.1
2020/8/19,748.6625,754.775,91.875,3.375,19.325,26.4,23.9,33.1,15.2,14.6
2020/8/20,750.9125,757.0375,85.5,1.375,24.25,28.9,24.6,34,0,6.2
2020/8/21,750.7875,756.8875,79.375,1.5,15.625,30.8,24.9,35.3,0,4.8
2020/8/22,750.1,756.175,79.625,1.5,13.375,29.9,25.4,35.3,0,6.7
2020/8/23,748.95,755.025,80.375,1.25,13.375,31.1,25.2,35.7,0,4.9
2020/8/24,747.575,753.6375,72.75,2.25,17.1625,31.9,25.9,36.3,10.2,7.6
2020/8/25,746.375,752.4125,76.75,1.875,20.85,32.1,26,36.3,0,9.2
2020/8/26,745.1375,751.1625,82.5,2.125,22.875,28.8,24,35,54.6,9.6
2020/8/27,744.4,750.5,83.875,1.5,17.875,29.6,23.9,34.8,0,5.6
2020/8/28,745.9875,752.025,77.5,1.375,15.25,31.2,24.8,36.2,0,6.7
2020/8/29,747.225,753.2375,78.375,1.75,13.25,31.2,24.7,36.2,0,6.3
2020/8/30,748.025,754.075,75.375,1.75,13.5375,31.6,25.6,36,0.5,7.5
2020/8/31,748.9375,755,81.625,1.875,16.375,30.2,25.7,35.8,0.25,8
2020/9/1,748.3375,754.3875,77.25,1.625,16.75,30.1,25.4,36.1,0,5.7
2020/9/2,748.7625,754.825,77.125,2.125,12.875,31.5,25.5,36.1,0,6.1
2020/9/3,750.2,756.275,74,2.125,13.375,31.9,24.9,36.8,0,5.8
2020/9/4,750.65,756.7625,90.75,1.625,5.8875,27.7,24,36.8,20.8,7.8
2020/9/5,749.7,755.8125,90.125,1.375,8.7125,27.3,24.1,32.9,0.5,6.6
2020/9/6,748.475,754.5875,77.75,1.75,14.15,30.1,24,34.1,0.3,6.6
2020/9/7,749.4375,755.55,92.125,1.625,7.7125,27.6,25.1,34.1,79.8,7.3
2020/9/8,752.0125,758.1375,94.375,1.125,9.95,26.6,25.5,32.8,4.3,6.6
2020/9/9,751.4875,757.625,91.375,1.875,13.3125,27,24.7,32,9.1,6
2020/9/10,749.1,755.25,87,1.5,15.35,29.1,24.6,34,0.3,6.6
2020/9/11,750.1,756.2125,87.5,1.75,19.875,28.6,23.6,34,45.2,7.9
2020/9/12,752.525,758.7,87.625,1.875,19.675,27.1,23.5,33.2,36.6,7.8
2020/9/13,752.7875,758.9625,91.75,1.25,10.675,27.4,23.4,33.2,24.4,5.9
2020/9/14,751.95,758.075,91.125,1.625,9.55,27.6,24.5,32.6,17.3,6.5
2020/9/15,750.95,757.125,96.375,1.625,7.1375,25.9,24,32.6,31.5,7.2
2020/9/16,750.2,756.35,92.375,1.75,16.5625,27.8,24,33,2.5,6.6
2020/9/17,749.7875,755.9,83.875,1.75,22.6375,29.7,24.4,34.3,0.3,7.3
2020/9/18,751.275,757.4125,90.75,3.25,20.625,26.3,25,34.3,27.7,11.5
2020/9/19,753.0125,759.175,93.375,1.875,24.125,26.7,24,31,15.5,9.8
2020/9/20,752.7125,758.85,86.25,1.375,19.25,28.7,24.3,33.4,0.5,6.1
2020/9/21,751.8875,758,83.875,2.25,22.15,27.4,25,33.4,0.5,7.3
2020/9/22,751.5375,757.6625,82.75,2.125,20.125,28.2,25.7,32.8,6.1,6.8
2020/9/23,752.025,758.125,87.875,2,13.95,27.1,24.5,32.3,4.8,7
2020/9/24,752.775,758.9375,83.625,3.125,28.875,25.4,23.2,32.3,0.3,11.6
2020/9/25,751.6625,757.85,82.125,1.75,27,26.7,22.5,30.3,0,6.9
2020/9/26,751.3,757.4625,88.375,1.375,15.4875,25,23,30.3,17.3,7.3
2020/9/27,752.2125,758.425,90.5,3.625,25.65,23.6,22,29.3,0.3,10
2020/9/28,752.2875,758.4625,88.5,1.75,23.625,25.9,22,28.4,0,7.2
2020/9/29,750.325,756.4625,88.25,1.25,15.5,28.1,23.3,31,0.5,4.8
2020/9/30,749.775,755.9125,92.5,1.875,17.4,25.7,24.7,30,0.5,7.3
2020/10/1,751.2875,757.475,87.125,1.625,23.3,25.8,22.7,30.4,1.5,7.1
2020/10/2,752.0875,758.2125,79.875,1.5,17.6625,28.3,22.4,32,0.3,6.3
2020/10/3,752.3875,758.5125,80.375,1.375,18.5,29,22.4,33.4,0,5.3
2020/10/4,751.5,757.6,84.625,1.25,14.25,29.3,23.6,34,0,4.4
2020/10/5,752.875,758.9875,80.75,2.75,27.25,26.1,21.7,33.4,0,14
2020/10/6,755.275,761.5125,75.875,3,30,23.8,19.9,29.3,0,15
2020/10/7,756.3125,762.6125,73.625,3.75,30,23,19.8,26.7,0,17.1
2020/10/8,756.6,762.9,72.25,3.875,30,22.8,20.1,26,0,19.6
2020/10/9,756.1125,762.4,69.125,4.5,30,22.9,19.8,26,0,17.5
2020/10/10,754.125,760.35,71,2.375,27.125,25.1,19.2,29,0,9.9
2020/10/11,752.0875,758.3,76.625,2.25,22.5,26.9,18.9,31.3,0,8.2
2020/10/12,751.2375,757.3875,68.875,3,28.25,28.1,20.7,32,0,14.4
2020/10/13,752,758.175,76.625,3.5,27.625,25.4,22.4,31.7,2,15.6
2020/10/14,753.7375,759.95,82.375,2.375,26.875,26.1,22.4,28.5,0,8.3
2020/10/15,754.5125,760.725,75.375,2.125,27.125,26.8,23.1,31,0,9.3
2020/10/16,754.8875,761.0625,72.25,3.75,28.25,25.7,20.4,31,0,16.1
2020/10/17,756.3125,762.5875,70.125,3.625,30,22.7,18.5,30.4,0,20.6
2020/10/18,756.85,763.125,70.375,3.75,30,22.8,18.3,27,0,18.1
2020/10/19,757.1875,763.4875,69.375,3.875,30,22.4,17.6,27,0,18.1
2020/10/20,756.575,762.875,69.25,4.375,30,22.5,17.4,27,0,17.4
2020/10/21,754.425,760.7125,66.625,5.375,30,22.4,18.6,26.4,0,20.3
2020/10/22,752.6625,758.875,56,5.5,30,23.3,19.1,27,0,21.2
2020/10/23,753.7375,760,54.75,3.25,28.875,23.7,18.7,28,0,20.8
2020/10/24,755.3125,761.5875,51.125,3,30,23.1,18.9,26.2,0,14.9
2020/10/25,755.3,761.5875,63.125,2,28.75,24,17.5,28,0,6.1
2020/10/26,754.15,760.3875,73.5,1.875,24.5,26.5,17.3,32,0,7
2020/10/27,753.7125,759.975,72.625,2.25,25.25,26.7,18.1,32,0,8
2020/10/28,755.4625,761.725,80.125,2.375,19.1875,25.4,19.3,30.9,2,9.5
2020/10/29,757.8875,764.175,94,2.5,4.1625,21.3,19.8,27.8,6.4,10.5
2020/10/30,758.1375,764.45,84.625,2.25,11.725,23.1,19.2,26,0,8.6
2020/10/31,757.075,763.375,78.125,2,18.125,23.9,19.2,28,0,4.5
2020/11/1,755.85,762.1125,81.125,1.375,11.675,25.3,19.2,29,0,4.8
2020/11/2,756.325,762.6,72.375,3,23.5,23.4,18.6,28.9,0,14.9
2020/11/3,757.45,763.75,66.375,3.625,28,23.1,18.3,27.4,0,16.7
2020/11/4,757.45,763.75,69.375,1.75,21.625,22.5,16.9,26.3,0,8.5
2020/11/5,757.325,763.65,76,1.875,17.25,23.1,16.4,28,0,5.9
2020/11/6,756.3375,762.625,75.875,2,17.225,25.6,16.7,30,0,9.8
2020/11/7,756.5875,762.8625,61.375,4.625,29.125,25.8,18.7,30,0,17.8
2020/11/8,757.7625,764,49,4.25,30,24.7,19.9,29.6,0,21.1
2020/11/9,758,764.2875,42.625,3.875,30,22.7,17.5,28.9,0,18.2
2020/11/10,758.875,765.2,50.625,3.125,30,21.5,14.5,27.2,0,14.4
2020/11/11,759.95,766.325,59.875,2.375,30,21.8,12.9,27,0,8.6
2020/11/12,758.5875,764.95,59.75,2.875,30,22.6,12.9,28,0,11.4
2020/11/13,757.325,763.6375,56.25,2.875,30,24.2,14.8,28,0,16.1
2020/11/14,758.1375,764.4625,67.5,2.625,25.375,19.9,17.9,26.2,0.3,14.9
2020/11/15,758.825,765.2125,89.125,2.125,14.45,21.4,17.8,23,2,6.5
2020/11/16,757.3125,763.6375,81.875,1.375,15.025,25.2,18.1,31,0,4.7
2020/11/17,755.5,761.75,84.625,1.375,15.0125,24.8,19.6,29.7,0,5.5
2020/11/18,753.5375,759.75,81.75,1.25,21.75,26.3,20.4,30,1,6.6
2020/11/19,752.8,758.975,84.375,1.25,15.275,26.2,21.5,31,0.3,5.6
2020/11/20,753.3875,759.5375,84.25,1.125,12.375,26.8,21.4,32,0,5.4
2020/11/21,754.725,760.9,88.125,1.625,17.75,26.3,22.1,30.7,1,8.1
2020/11/22,757.0375,763.2875,80.125,1.875,18.5,24.7,21.5,31,0,8.6
2020/11/23,759.125,765.4375,75.25,3.625,28.75,19.8,17.7,30.7,0,14.4
2020/11/24,759.05,765.4125,71.125,3.125,29.75,21.1,17.2,26,0,12.5
2020/11/25,758.3125,764.6375,75.125,2,27,23,18,29,0,6.9
2020/11/26,759.0375,765.3625,77.375,3.625,21,21.5,17.2,28,0,12.6
2020/11/27,760.8125,767.2,69.75,4.875,30,18.8,14.1,27.7,0,19.1
2020/11/28,761.8,768.2125,66,3.875,30,18.1,14.1,23.6,0,20.2
2020/11/29,761.7375,768.1875,64.75,4,30,15.9,12.1,23.2,0,17.8
2020/11/30,762.1125,768.5875,65.625,4.875,30,16.2,11.9,22,0,20.2
2020/12/1,761.6375,768.1,67.25,3.625,30,17.1,12.3,22.1,0,15.8
2020/12/2,760.5625,767.025,68.125,4.125,28.625,17.1,11.5,22.3,0,17.2
2020/12/3,761.3125,767.775,63.5,4.75,28.5,15,12.5,22.3,0,22.2
2020/12/4,761.5375,768.0625,65.25,4.375,29.875,13.4,9.4,18.4,0,21.5
2020/12/5,761.225,767.75,64.25,4,22.875,14.2,9.2,20,0,16.8
2020/12/6,759.95,766.45,70.25,2.25,18,16.4,8.6,21.5,0,7.3
2020/12/7,760.1,766.525,63.125,3.5,23.5,16.9,10.2,22.7,0,14.1
2020/12/8,759.825,766.2625,65.125,3.5,23.5,16.7,11.2,22.7,0,14.5
2020/12/9,757.8,764.2,74,2.375,18.625,18.9,11.4,22,0,9.7
2020/12/10,756.9,763.2375,67.875,2.375,22.875,20.8,13.2,23.6,0,11.1
2020/12/11,756.125,762.45,68.375,3,22.875,20.4,17,24.7,0.3,10.6
2020/12/12,755.4875,761.8125,72.875,2.125,14.625,20.1,17.5,24.7,0.55,9.5
2020/12/13,754.9125,761.225,83.25,2,6.65,18.6,17.2,22.9,0.8,6.7
2020/12/14,758.9,765.3625,88.625,4.625,21.875,10.9,9,22.5,0.8,19.9
2020/12/15,762.275,768.8875,74.875,4.125,30,9.9,6.8,13.8,0,19.6
2020/12/16,763,769.6,68.875,4.25,30,9.9,7.5,14.6,0,19.8
2020/12/17,761.8,768.4,71.125,3.875,30,10.2,7.8,14.6,0,14.8
2020/12/18,761.825,768.4,68.625,4.75,29.375,11.8,8,16.5,0,18.5
2020/12/19,763.3375,769.9375,59.125,5.125,30,11.6,8.2,16.5,0,24.7
2020/12/20,763.5,770.075,49,4.375,29.875,12.8,8.6,17,0,22.1
2020/12/21,761.7875,768.325,51.75,3.75,25.5,13.7,8.2,18.8,0,18.3
2020/12/22,759.175,765.6625,61.375,1.75,25.625,16.8,8.6,20.6,0,8.7
2020/12/23,756.8875,763.275,65.5,1.625,24,19.3,10.1,24,0,7
2020/12/24,756.9875,763.3875,75.5,3.25,23.5,17.1,14.6,23,0.3,14.8
2020/12/25,758.35,764.7875,72.125,1.875,17.75,17.2,14.3,20.6,0,8.7
2020/12/26,757.325,763.7375,75,1.25,11.875,19.1,14.5,22.5,0,5.4
2020/12/27,755.95,762.2875,76.125,1.75,10.125,20.7,14.1,27,0,5
2020/12/28,754.75,761.075,76.125,1.625,16.25,21.1,13.6,28,0,7.6
2020/12/29,755.4375,761.775,76.625,2.625,14.875,18.9,13.6,27,0,9.5
2020/12/30,763.475,770.0125,49.375,7.5,30,10,3.5,15,0,31.2
2020/12/31,765.425,772.1,44.5,3.25,30,8.8,1.4,14.2,0,16.3
2021/1/1,763.675,770.35,51.5,2.25,29.375,9.7,1.1,15.5,0,11.3
2021/1/2,761.3,767.9125,51.75,2.375,28.875,11.8,2.4,18,0,5
2021/1/3,760.8,767.3875,53.875,2.75,26.25,16.8,4.3,22,0,10
2021/1/4,760.1,766.5875,44.25,2.375,30,17.4,6.7,21.2,0,10.2
2021/1/5,759.3625,765.775,45.875,2.625,30,17.6,14.1,23.2,0,11
2021/1/6,759.2875,765.775,49.5,2.5,27.5,15.6,10.9,23.2,0,12.2
2021/1/7,761.0125,767.575,61.375,4.875,23.5,9.1,4.2,20.2,0,24.5
2021/1/8,764.325,771.05,52.625,5,29,6.7,4.2,13.2,0,25
2021/1/9,763.0625,769.75,33.375,2.75,30,9.9,4.8,12.3,0,16.8
2021/1/10,762.3,768.9125,35.625,2.625,30,9.7,5.1,12.3,0,13.9
2021/1/11,764.775,771.4625,44.875,4.75,30,6.6,6,12.3,0,17.6
2021/1/12,762.4125,769.075,45.625,3.25,27.875,9.3,1.2,16.4,0,14.1
2021/1/13,758.6875,765.2875,54.5,1.75,27,12.1,1.2,20,0,5.5
2021/1/14,757.175,763.725,61.125,2,16.875,14.1,2.3,22,0,5.5
2021/1/15,755.9,762.3875,70.5,2.125,9.575,15.6,4.1,23.2,0,6
2021/1/16,756.7375,763.15,73.25,2,4.4875,17.9,6.9,23.2,0,5.7
2021/1/17,762.4875,768.9375,45.625,5.125,21.7375,13.2,6.2,22.9,0,23.4
2021/1/18,761.8625,768.425,54.5,2.625,26.125,12.3,6,18.1,0,9.9
2021/1/19,759.1125,765.6625,63.125,1.875,23.75,15,4.3,20,0,5.7
2021/1/20,757.6,764.0125,66.75,1.375,22.5,19.1,5.2,23,0,4.8
2021/1/21,755.7,762.0625,74.75,2.25,14.4125,19.8,10,24.2,0,7.5
2021/1/22,754.375,760.725,81.875,2.25,24.25,19.4,15,24.2,0,9.3
2021/1/23,754.7375,761.075,73.875,2.75,19.625,19.2,15.2,25.4,0,11.1
2021/1/24,756.3625,762.725,70.375,2.5,17.5,19.9,13.6,25.4,0,9.7
2021/1/25,756.8875,763.25,73.125,1.375,23.125,20.9,14.2,26.1,0,6.8
2021/1/26,756.7625,763.1125,72.5,1.875,18.875,19.4,14.8,26.1,0,10.6
2021/1/27,757.3125,763.675,68.875,2,21.5,19.3,13.4,26,0,8.5
2021/1/28,760.175,766.6125,68.125,4,19.3625,15.8,13,23.6,0,16.4
2021/1/29,761.0875,767.6,58.25,2,30,15.6,7.8,21.3,0,8.6
2021/1/30,760.425,766.9375,72.5,1.5,18.25,17,8.4,23.5,0,6.1
2021/1/31,759.975,766.425,70.375,2,21.375,18.7,9,26,0,6.1
2021/2/1,758.425,764.8125,74,1.75,24.25,20.1,10.5,26.5,0,5.5
2021/2/2,758.4375,764.8,70.875,2.25,25,22,12.2,28,0,5.4
2021/2/3,759.95,766.325,70.375,1.625,24.5,20.2,11.9,27.9,0,6.2
2021/2/4,759.8875,766.3125,74.75,1.625,15.625,20.6,11.6,27,0,6.4
2021/2/5,758.575,764.975,74,1.875,22.625,20.6,11.5,27,0,5.4
2021/2/6,756.875,763.225,74.625,1.5,20.125,21.6,12,28.3,0,4.8
2021/2/7,756.85,763.1875,68.125,2.125,21.75,22.4,12.3,29,0,6.6
2021/2/8,757.7,764.05,69,1.875,23,22.4,12.9,28.6,0,5.5
2021/2/9,757.0375,763.35,83.5,2.875,18.5,16.9,15,27.5,14.5,13.4
2021/2/10,754.925,761.3625,93.375,3.125,15.975,14.3,12.7,20.9,35.8,12.5
2021/2/11,755.45,761.8625,81.125,3.125,28,16.5,13,20,23.86666667,9.1
2021/2/12,756.5375,762.9625,74.75,2.375,22.075,17.5,13,21,11.93333333,7.3
2021/2/13,756.875,763.275,72.5,1.875,23.7,17.2,11.4,24.3,0,6.5
2021/2/14,755.9,762.2875,77.5,2,17.2125,19.8,11.1,27,0,5.8
2021/2/15,755.0625,761.425,69.875,1.75,21.625,21.6,11.9,28,0,7.2
2021/2/16,756.025,762.35,73.375,2,24.125,21.3,12.4,27.2,0,8.5
2021/2/17,759.1,765.4625,59.25,3.625,30,19.3,10.9,25.8,0,18.1
2021/2/18,762.3625,768.825,52,2.375,30,18.2,9.5,24.5,0,10.3
2021/2/19,761.2375,767.7,66.625,1.875,26.125,20.4,9.3,25,0,6.5
2021/2/20,758.45,764.9,69.25,2.125,21.25,19.3,13,26,0,5.3
2021/2/21,756.8125,763.2,74.25,1.625,18.3375,17.2,11.5,25.9,0,6.7
2021/2/22,755.6125,761.925,74.25,1.75,20.25,22.3,12.6,28,0,5.9
2021/2/23,754.75,761.05,68.125,2.25,23.125,23.3,13.7,30,0,7.2
2021/2/24,754.15,760.4375,72.875,2.625,29.125,22.3,15.1,29.7,0,9.9
2021/2/25,752.0625,758.325,83.75,1.5,17.7375,21.2,18,25.4,0.8,8.4
2021/2/26,751.75,758.0625,90,2.875,15.6,16.7,14,24.5,0.3,11.5
2021/2/27,755.3875,761.8125,78.125,3.25,29.875,15.6,14,21.3,0.3,13
2021/2/28,755.7,762.0875,76.75,1.375,23.25,19.1,14.1,22.9,0,6.3
2021/3/1,756.2,762.525,82.125,2.125,17.375,20,17.2,26,0,8.1
2021/3/2,758.8625,765.275,61.375,4.5,30,17.2,14.2,24.8,0,20.3
2021/3/3,759.1,765.5125,67.25,2,30,16.2,14.7,21.5,0,9.9
2021/3/4,757.6625,764.0875,89.5,1.875,9.1,15.5,13.8,20.9,4.3,7.1
2021/3/5,755.425,761.7625,92.5,1.375,4.1,19.4,13.9,21.2,2.5,5.7
2021/3/6,755.8,762.1,94.25,1.25,3.65,20.3,19,22.3,18.3,6.5
2021/3/7,758.2875,764.65,79,3.375,28.625,19.5,16.7,23,0,14.8
2021/3/8,758.8625,765.25,77.75,1.5,25.5,19.3,16.7,22.5,0,6.9
2021/3/9,758.7125,765.05,80.125,1.875,12.125,19.8,16.5,24.1,0,7.3
2021/3/10,758.425,764.7625,74.625,1.75,19,21.4,16.5,25,0,6.6
2021/3/11,758.4875,764.8,73.625,1.25,26.5,22.8,18.2,25,0,5.3
2021/3/12,757.725,764.0125,77,1.625,19,23.6,18.2,29,0,8.1
2021/3/13,757.65,763.925,79.25,2,19.4,22.1,18.7,29,0,7.2
2021/3/14,755.875,762.1875,84.5,1.125,6.6,22.4,18.2,25.6,0,5.7
2021/3/15,754.675,760.925,71.625,2.125,21.625,24.2,17.9,29,0,10.4
2021/3/16,753.75,760,79.625,1.375,14.5,24.2,17.6,28,0,5.9
2021/3/17,753.35,759.6,78,1.875,21.375,25.8,17.4,30,0,7.6
2021/3/18,753.2875,759.5,78.625,2.5,22.5,26,19.1,30,0,10.4
2021/3/19,752.6375,758.8375,72.5,2.625,26.5,26.1,20.3,30,0,11.2
2021/3/20,752.025,758.2125,76.125,2,25.375,23.5,20.5,30,0,8.1
2021/3/21,757.55,763.925,73.375,5.625,29.875,14.8,13.4,30,0,22.7
2021/3/22,761.8625,768.325,54.75,3.75,30,17.1,13.3,20.2,0,19.6
2021/3/23,759.8125,766.2375,60.25,1.75,28.5,16.4,13.7,20.2,0,6.6
2021/3/24,756.625,763.0375,74.125,2,19.625,18.9,13.6,24,0,7.4
2021/3/25,755.9125,762.2375,63.375,2.125,20.125,23.5,14,28.8,0,6.5
2021/3/26,755.1375,761.3875,61.75,2.25,30,23.8,17.1,28.8,0,9.9
2021/3/27,752.7,758.925,76.25,1.625,19.75,25.3,19.4,29,0,9.7
2021/3/28,750.825,757.0125,79.75,1.5,18.375,26.6,20.3,31,0,5.9
